ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
bilua,,131,bil,blb,{},-7.75,156.6666667,Papunesia,,Bilua,266,FALSE,FALSE
bima,,49,bim,bhp,{},-8.5,118.5,Papunesia,,Bima,267,FALSE,FALSE
bimoba,,144,bmb,bim,{},10.5,0,Africa,,Bimoba,300,FALSE,FALSE
binandere,,132,bin,bhg,{},-8.25,148,Papunesia,,Binandere,268,FALSE,FALSE
binga,,103,big,yul,{},8,25,Africa,,Binga,263,FALSE,FALSE
bini,,149,bni,bin,{},6.416666667,5.833333333,Africa,,Bini,308,FALSE,FALSE
bininj gunwok,,112,bbw,gup,{},-12.5,133.75,Australia,,Bininj Gun-Wok,221,FALSE,FALSE
binukid,,30,bkd,bkd,{},8.25,124.8333333,Papunesia,,Binukid,278,FALSE,FALSE
binumarien,,28,bnm,bjr,{},-6.283333333,146.0833333,Papunesia,,Binumarien,312,FALSE,FALSE
biri,,35,bii,bzr,{},-20.5,146.5,Australia,,Biri,264,FALSE,FALSE
birom,,135,bir,bom,{},9.666666667,8.833333333,Africa,,Birom,271,FALSE,FALSE
birri,,103,brz,bvq,{},5.5,25.16666667,Africa,,Birri,367,FALSE,FALSE
bisa,,136,bis,bib,{},11.5,-0.5,Africa,,Bisa,272,FALSE,FALSE
bislama,,34,bsm,bis,{},-16,168,Papunesia,,Bislama,373,FALSE,FALSE
bisu,,20,biu,"bzi, lwm",{},19.75,100,Eurasia,,Bisu,274,FALSE,FALSE
blackfoot,,13,bla,bla,{},50,-112.6666667,North America,,Blackfoot,285,FALSE,FALSE
boazi,,154,boa,kvg,{},-7,141.3333333,Papunesia,,Boazi,321,FALSE,FALSE
bobangi,,31,bob,bni,{},-1.333333333,17.33333333,Africa,,Bobangi,322,FALSE,FALSE
bobo madare northern,,108,bbf,bbo,{},12.41666667,-4.333333333,Africa,,Bobo Madaré (Northern),217,FALSE,FALSE
bodo,,155,bod,brx,{},26.83333333,92,Eurasia,,Bodo,323,FALSE,FALSE
boiken,,54,boi,bzf,{},-3.5,143.5,Papunesia,,Boiken,324,FALSE,FALSE
bokar,,76,boq,adi,{},28.5,94.66666667,Eurasia,,Bokar,329,FALSE,FALSE
boko,,136,bok,bqc,{},10.5,3.5,Africa,,Boko,326,FALSE,FALSE
bole,,67,blq,bol,{},11.33333333,11.25,Africa,,Bole,292,FALSE,FALSE
bolia,,31,bol,bli,{},-1.25,18.33333333,Africa,,Bolia,327,FALSE,FALSE
bongo,,103,bgo,bot,{},7.5,28.5,Africa,,Bongo,252,FALSE,FALSE
bongu,,57,bon,bpu,{},-5.5,145.9166667,Papunesia,,Bongu,328,FALSE,FALSE
bontok,,139,btk,bnc,{},17.08333333,120.9166667,Papunesia,,Bontok,379,FALSE,FALSE
bora,,156,bor,boa,{},-2.166666667,-72.33333333,South America,,Bora,330,FALSE,FALSE
bori,,76,boj,adi,{},28.33333333,94.75,Eurasia,,Bori,325,FALSE,FALSE
bororo,,166,brr,bor,{},-16,-57,South America,,Bororo,362,FALSE,FALSE
boruca,,160,brc,brn,{},8.833333333,-83.25,North America,,Boruca,348,FALSE,FALSE
bosnian,,141,bos,bos,{},43,18,Eurasia,,Bosnian,331,FALSE,FALSE
bozo tigemaxo,,108,boz,boz,{},15,-4,Africa,,Bozo (Tigemaxo),333,FALSE,FALSE
brahui,,163,brh,brh,{},28.5,67,Eurasia,,Brahui,352,FALSE,TRUE
brao,,157,bra,brb,{},14.16666667,107.5,Eurasia,,Brao,346,FALSE,FALSE
breton,,162,bre,bre,{},48,-3,Eurasia,,Breton,350,FALSE,FALSE
bribri,,160,bri,bzd,{},9.416666667,-83,North America,,Bribri,353,FALSE,TRUE
british sign language,,23,bsl,bfi,{},52,-1,Eurasia,,British Sign Language,372,FALSE,FALSE
broken,,34,bro,tcs,{},-10.16666667,143,Australia,,Broken,359,FALSE,FALSE
brokskat,,84,bkt,bkk,{},35.33333333,76.5,Eurasia,,Brokskat,283,FALSE,FALSE
bru eastern,,167,bru,bru,{},17.33333333,106,Eurasia,,Bru (Eastern),364,FALSE,FALSE
bru western,,167,brw,brv,{},16.75,104.75,Eurasia,,Bru (Western),365,FALSE,FALSE
bubi,,31,bub,bvb,{},3.5,8.666666667,Africa,,Bubi,382,FALSE,FALSE
budu,,31,bdu,buu,{},2,28,Africa,,Budu,229,FALSE,FALSE
budukh,,32,bdk,bdk,{},41.16666667,48.41666667,Eurasia,,Budukh,227,FALSE,FALSE
buduma,,109,bud,bdm,{},13.5,14.5,Africa,,Buduma,383,FALSE,FALSE
bugis,,87,bug,bug,{},-4,120,Papunesia,,Bugis,384,FALSE,FALSE
buglere,,125,bgl,sab,{},8.5,-81.25,North America,,Buglere,249,FALSE,FALSE
bugun,,127,bgn,,{},27.5,92.58333333,Eurasia,,Bugun,251,FALSE,FALSE
buin,,171,bun,buo,{},-6.75,155.75,Papunesia,,Buin,390,FALSE,FALSE
bujeba,,31,buj,nmg,{},3,10.16666667,Africa,,Bujeba,386,FALSE,FALSE
bukusu,,31,buk,bxk,{},0.75,34.66666667,Africa,,Bukusu,387,FALSE,FALSE
bularnu,,117,bnu,,{},-21,138,Australia,,Bularnu,318,FALSE,FALSE
bulgarian,,141,bul,bul,{},42.5,25,Eurasia,,Bulgarian,388,FALSE,FALSE
buli in ghana,,144,buy,bwu,{},10.5,-1.25,Africa,,Buli (in Ghana),396,FALSE,FALSE
buli in indonesia,,63,bui,bzq,{},1,128.5,Papunesia,,Buli (in Indonesia),385,FALSE,FALSE
bulu,,31,buw,bum,{},3,11,Africa,,Bulu,395,FALSE,FALSE
buma,,25,bum,tkw,{},-11.63333333,166.8333333,Papunesia,,Buma,389,FALSE,FALSE
bunan,,56,ghr,bfu,{},32.5,77,Eurasia,,Bunan,739,FALSE,FALSE
bunuba,,147,bnb,bck,{},-17.75,125.75,Australia,,Bunuba,305,FALSE,FALSE
bunu younuo,,292,pnu,buh,{},24,107,Eurasia,,Bunu (Younuo),1916,FALSE,FALSE
burapabir,,109,bpa,bwr,{},10.5,12.25,Africa,,Bura-Pabir,334,FALSE,FALSE
burarra,,170,bua,bvr,{},-12.25,134.5833333,Australia,,Burarra,381,FALSE,FALSE
buriat,,110,but,bxm,{},52,108,Eurasia,,Buriat,393,FALSE,FALSE
burji,,10,brj,bji,{},5.5,37.83333333,Africa,,Burji,354,FALSE,FALSE
burmese,,20,brm,mya,{},21,96,Eurasia,,Burmese,357,TRUE,TRUE
buru,,49,buu,mhs,{},-3.5,126.5,Papunesia,,Buru,394,FALSE,FALSE
burum,,145,bmr,bmu,{},-6.5,147.3333333,Papunesia,,Burum,302,FALSE,FALSE
burunge,,36,brn,bds,{},-5.333333333,36,Africa,,Burunge,358,FALSE,FALSE
burushaski,,172,bur,bsk,{},36.5,74.5,Eurasia,,Burushaski,391,TRUE,TRUE
busa,,136,bus,bqp,{},9.666666667,4,Africa,,Busa,392,FALSE,FALSE
bushoong,,31,bsh,buf,{},-4.5,21.5,Africa,,Bushoong,369,FALSE,FALSE
byansi,,56,bya,bee,{},30.16666667,80.5,Eurasia,,Byansi,401,FALSE,FALSE
cabecar,,160,cab,cjp,{},9.75,-83.41666667,North America,,Cabécar,405,FALSE,FALSE
cacua,,174,cac,cbv,{},1.083333333,-70,South America,,Cacua,406,FALSE,FALSE
caddo,,44,cad,cad,{},33.33333333,-93.5,North America,,Caddo,407,FALSE,FALSE
cahuilla,,175,cah,chl,{},33.5,-116.25,North America,,Cahuilla,408,FALSE,TRUE
cakchiquel,,17,cak,cak,{},14.5,-91,North America,,Cakchiquel,410,FALSE,FALSE
camling,,88,cml,rab,{},27,86.66666667,Eurasia,,Camling,476,FALSE,FALSE
campa axininca,,179,cax,"cni, cpc",{},-12,-74,South America,,Campa (Axininca),418,FALSE,FALSE
campa pajonal asheninca,,179,cpa,cjo,{},-10.66666667,-74.25,South America,,Campa Pajonal Asheninca,496,FALSE,FALSE
camsa,,176,cam,kbh,{},1.166666667,-77,South America,,Camsá,411,FALSE,FALSE
canamari,,203,cnm,knm,{},-6.5,-68.5,South America,,Canamarí,482,FALSE,FALSE
candoshi,,177,can,cbu,{},-4.166666667,-77,South America,,Candoshi,412,FALSE,FALSE
canela,,75,cnl,ram,{},-7,-45,South America,,Canela,481,FALSE,FALSE
cantonese,,204,cnt,yue,{},23,113,Eurasia,,Cantonese,483,FALSE,FALSE
capanahua,,55,cap,kaq,{},-7,-74,South America,,Capanahua,413,FALSE,FALSE
carapana,,150,crp,cbc,{},0.833333333,-70.75,South America,,Carapana,511,FALSE,FALSE
carib,,45,car,car,{},5.5,-56,South America,,Carib,414,FALSE,TRUE
carib dekwana,,45,cde,mch,{},5.5,-65,South America,,Carib (De'kwana),428,FALSE,FALSE
carijona,,45,crj,cbd,{},1,-73,South America,,Carijona,506,FALSE,FALSE
carolinian,,25,crl,cal,{},15.2,145.75,Papunesia,,Carolinian,508,FALSE,FALSE
carrier,,37,crq,crx,{},53.75,-123.5,North America,,Carrier,512,FALSE,FALSE
cashibo,,55,cas,cbr,{},-8.5,-75.5,South America,,Cashibo,415,FALSE,FALSE
cashinahua,,55,csh,cbs,{},-10.5,-71.83333333,South America,,Cashinahua,516,FALSE,FALSE
catalan,,85,ctl,cat,{},41.75,2,Eurasia,,Catalan,523,FALSE,FALSE
catawba,,217,ctw,chc,{},35.5,-80.5,North America,,Catawba,526,FALSE,FALSE
catio,,178,cat,cto,{},7.166666667,-76.33333333,South America,,Catio,416,FALSE,FALSE
cavinena,,66,cav,cav,{},-13.33333333,-66.5,South America,,Cavineña,417,FALSE,FALSE
cayapa,,96,cay,cbi,{},0.666666667,-79,South America,,Cayapa,419,FALSE,FALSE
cayuga,,222,cyg,cay,{},42.75,-76.75,North America,,Cayuga,541,FALSE,FALSE
cayuvava,,223,cyv,cyb,{},-13.5,-65.5,South America,,Cayuvava,543,FALSE,TRUE
cebuano,,30,ceb,ceb,{},10,124,Papunesia,,Cebuano,430,FALSE,FALSE
cemuhi,,25,cem,cam,{},-20.83333333,165.1666667,Papunesia,,Cèmuhî,432,FALSE,FALSE
chacobo,,55,cbo,cao,{},-12.16666667,-66.75,South America,,Chácobo,421,FALSE,FALSE
chaga,,31,cga,old,{},-3,37,Africa,,Chaga,433,FALSE,FALSE
chaha,,4,chh,sgw,{},8.112935,37.93267,Africa,,Chaha,440,FALSE,FALSE
chai,,140,cai,suq,{},5.333333333,35.33333333,Africa,,Chai,409,FALSE,FALSE
chaldean modern,,4,cld,cld,{},36,43,Eurasia,,Chaldean (Modern),467,FALSE,FALSE
chamalal,,74,chm,cji,{},42.55,46.05,Eurasia,,Chamalal,445,FALSE,FALSE
chambri,,185,chb,can,{},-4.166666667,143.0833333,Papunesia,,Chambri,435,FALSE,FALSE
cham eastern,,14,cme,cjm,{},11.33333333,108.5,Eurasia,,Cham (Eastern),473,FALSE,FALSE
chamorro,,184,cha,cha,{},13.45,144.75,Papunesia,,Chamorro,434,TRUE,TRUE
cham western,,14,chw,cja,{},12,105.5,Eurasia,,Cham (Western),455,FALSE,FALSE
chang,,188,chg,nbc,{},26.33333333,94.75,Eurasia,,Chang,439,FALSE,FALSE
chantyal,,56,chn,chx,{},28.58333333,83.41666667,Eurasia,,Chantyal,446,FALSE,FALSE
chasta costa,,37,cco,,{},42.66666667,-124,North America,,Chasta Costa,425,FALSE,FALSE
chatino nopala,,192,cht,cya,{},16.08333333,-97.16666667,North America,,Chatino (Nopala),452,FALSE,FALSE
chatino sierra occidental,,192,cso,ctp,{},16.25,-97.33333333,North America,,Chatino (Sierra Occidental),519,FALSE,FALSE
chatino tataltepec,,192,ctt,cta,{},16.16666667,-97.58333333,North America,,Chatino (Tataltepec),525,FALSE,FALSE
chatino yaitepec,,192,cya,ctp,{},16.25,-97.25,North America,,Chatino (Yaitepec),540,FALSE,FALSE
chaudangsi,,56,chd,cdn,{},30,80.25,Eurasia,,Chaudangsi,437,FALSE,FALSE
chavacano,,34,cvc,cbk,{},7,122.0833333,Papunesia,,Chavacano,537,FALSE,FALSE
chayahuita,,194,chy,cbt,{},-5.5,-77,South America,,Chayahuita,457,FALSE,FALSE
chechen,,186,chc,che,{},43.25,45.83333333,Eurasia,,Chechen,436,FALSE,FALSE
chehalis upper,,190,chl,cjh,{},46.58333333,-123,North America,,Chehalis (Upper),444,FALSE,FALSE
cheke holo,,25,ckh,mrn,{},-8.333333333,159.6666667,Papunesia,,Cheke Holo,462,FALSE,FALSE
chemakum,,202,cmk,xch,{},48.08333333,-122.9166667,North America,,Chemakum,475,FALSE,FALSE
chemehuevi,,201,cmh,ute,{},34.33333333,-115.1666667,North America,,Chemehuevi,474,FALSE,FALSE
chepang,,88,cpn,cdm,{},27.66666667,84.75,Eurasia,,Chepang,498,FALSE,FALSE
cherokee,,187,che,chr,{},35.5,-83.5,North America,,Cherokee,438,FALSE,FALSE
cheyenne,,13,cyn,chy,{},47,-95,North America,,Cheyenne,542,FALSE,FALSE
chichewa,,31,cic,nya,{},-14,34,Africa,,Chichewa,458,FALSE,FALSE
chichimecajonaz,,195,cjo,pei,{},21.66666667,-100.5,North America,,Chichimeca-Jonaz,461,FALSE,FALSE
chickasaw,,8,cck,cic,{},34,-88,North America,,Chickasaw,423,FALSE,FALSE
chicomuceltec,,17,cec,cob,{},15.5,-92.25,North America,,Chicomuceltec,431,FALSE,FALSE
chimariko,,189,chi,cid,{},41,-123,North America,,Chimariko,441,FALSE,FALSE
chimila,,199,cma,cbg,{},10,-74,South America,,Chimila,471,FALSE,FALSE
chinantec comaltepec,,182,ccm,cco,{},17.58333333,-96.41666667,North America,,Chinantec (Comaltepec),424,FALSE,FALSE
chinantec lealao,,182,cle,cle,{},17.33333333,-95.91666667,North America,,Chinantec (Lealao),468,FALSE,TRUE
chinantec palantla,,182,cpl,cpa,{},18.83333333,-96.75,North America,,Chinantec (Palantla),497,FALSE,FALSE
chinantec quiotepec,,182,chq,chq,{},17.58333333,-96.66666667,North America,,Chinantec (Quiotepec),449,FALSE,FALSE
chinantec san felipe usila,,182,csf,cuc,{},17.91666667,-96.5,North America,,Chinantec (San Felipe Usila),515,FALSE,FALSE
chinantec sochiapan,,182,csc,cso,{},17.75,-96.66666667,North America,,Chinantec (Sochiapan),514,FALSE,FALSE
chinantec tepetotutla,,182,cte,cnt,{},17.83333333,-96.5,North America,,Chinantec (Tepetotutla),521,FALSE,FALSE
chinese sign language,,23,csl,csl,{},35,115,Eurasia,,Chinese Sign Language,518,FALSE,FALSE
chin mara,,33,cmr,mrh,{},23,93.16666667,Eurasia,,Chin (Mara),478,FALSE,FALSE
chinook lower,,196,ckl,chh,{},46.25,-123.5,North America,,Chinook (Lower),463,FALSE,FALSE
chinook upper,,196,cku,wac,{},45.62,-121.16,North America,,Chinook (Upper),464,FALSE,FALSE
chin siyin,,33,chs,csy,{},23.83333333,94,Eurasia,,Chin (Siyin),451,FALSE,FALSE
chin tiddim,,33,cti,ctd,{},23.33333333,93.66666667,Eurasia,,Chin (Tiddim),522,FALSE,FALSE
chipaya,,213,cpy,cap,{},-18.75,-67.83333333,South America,,Chipaya,500,FALSE,FALSE
chipewyan,,37,chp,chp,{},59,-106,North America,,Chipewyan,448,FALSE,FALSE
chippewa red lake and pillager,,13,cpw,ciw,{},48,-95,North America,,Chippewa (Red Lake and Pillager),499,FALSE,FALSE
chiquitano,,214,cqt,cax,{},-17.5,-60,South America,,Chiquitano,501,FALSE,FALSE
chiriguano,,16,crg,gui,{},-23.66666667,-64.33333333,South America,,Chiriguano,503,FALSE,FALSE
chitimacha,,216,ctm,ctm,{},29.66666667,-91,North America,,Chitimacha,524,FALSE,FALSE
chocho,,181,cch,coz,{},17.66666667,-97.41666667,North America,,Chocho,422,FALSE,FALSE
choctaw,,8,cct,cho,{},32.25,-88.5,North America,,Choctaw,427,FALSE,FALSE
chol,,17,col,"cti, ctu",{},17.75,-92.5,North America,,Chol,490,FALSE,FALSE
cholon,,198,cln,"cht, clh",{},-8,-77.5,South America,,Cholón,469,FALSE,FALSE
chontal highland,,191,cho,chd,{},16.25,-95.75,North America,,Chontal (Highland),447,FALSE,FALSE
chontal huamelultec oaxaca,,191,chx,clo,{},16,-95.75,North America,,Chontal (Huamelultec Oaxaca),456,FALSE,FALSE
chontal maya,,17,cmy,chf,{},18.16666667,-92.58333333,North America,,Chontal Maya,480,FALSE,FALSE
chorote,,193,crt,"crq, crt",{},-22.5,-62.5,South America,,Chorote,513,FALSE,FALSE
chorti,,17,coi,caa,{},14.83333333,-89.25,North America,,Chortí,489,FALSE,FALSE
chrau,,157,chr,crw,{},10.75,107.5,Eurasia,,Chrau,450,FALSE,FALSE
chru,,14,crh,cje,{},11.5,108.5,Eurasia,,Chru,504,FALSE,FALSE
chuave,,221,cve,cjv,{},-6.116666667,145.1166667,Papunesia,,Chuave,538,FALSE,FALSE
chuj,,17,chj,"cac, cnm",{},15.91666667,-91.58333333,North America,,Chuj,442,FALSE,FALSE
chukchi,,51,chk,ckt,{},67,-173,Eurasia,,Chukchi,443,TRUE,TRUE
chulym,,83,cly,clw,{},54.33333333,89.66666667,Eurasia,,Chulym,470,FALSE,FALSE
chumash barbareno,,180,cba,boi,{},34.5,-120.25,North America,,Chumash (Barbareño),420,FALSE,FALSE
chumash ineseno,,180,cin,inz,{},34.66666667,-120.25,North America,,Chumash (Ineseño),460,FALSE,FALSE
chumburung,,5,cum,ncu,{},7.75,0.25,Africa,,Chumburung,532,FALSE,FALSE
chuukese,,25,cuu,chk,{},7.333333333,151.75,Papunesia,,Chuukese,536,FALSE,FALSE
chuvash,,83,chv,chv,{},55.5,47.5,Eurasia,,Chuvash,454,FALSE,FALSE
ciluba,,31,cil,lua,{},-6,22,Africa,,CiLuba,459,FALSE,FALSE
clallam,,197,cla,clm,{},48.08333333,-123.75,North America,,Clallam,465,FALSE,FALSE
coahuilteco,,205,coa,xcw,{},28,-100,North America,,Coahuilteco,484,FALSE,FALSE
cocama,,16,coc,cod,{},-5,-74.5,South America,,Cocama,485,FALSE,FALSE
cocopa,,183,ccp,coc,{},32.33333333,-115,North America,,Cocopa,426,FALSE,FALSE
coeur dalene,,206,coe,crd,{},47.25,-116.5,North America,,Coeur d'Alene,486,FALSE,FALSE
cofan,,207,cof,con,{},0.166666667,-77.16666667,South America,,Cofán,487,FALSE,FALSE
cogui,,208,cog,kog,{},11,-73.83333333,South America,,Cogui,488,FALSE,FALSE
colac,,113,clc,,{},-38.33333333,143.5,Australia,,Colac,466,FALSE,FALSE
columbiawenatchi,,206,cwe,col,{},47.5,-120,North America,,Columbia-Wenatchi,539,FALSE,FALSE
comanche,,201,cmn,com,{},33.5,-101.5,North America,,Comanche,477,FALSE,TRUE
comecrudo,,200,cmc,xcm,{},25.83333333,-99,North America,,Comecrudo,472,FALSE,FALSE
comorian,,31,com,swb,{},-12,44,Africa,,Comorian,491,FALSE,FALSE
comox,,197,cmx,coo,{},50.16666667,-125,North America,,Comox,479,FALSE,FALSE
coos hanis,,209,coo,csz,{},43.5,-124.1666667,North America,,Coos (Hanis),492,FALSE,TRUE
coptic,,210,cop,cop,{},26,32,Africa,,Coptic,493,FALSE,FALSE
cora,,211,cor,crn,{},22.16666667,-104.8333333,North America,,Cora,494,FALSE,FALSE
cornish,,162,crn,cor,{},50.33333333,-5,Eurasia,,Cornish,509,FALSE,FALSE
creek,,8,crk,mus,{},34,-85,North America,,Creek,507,FALSE,FALSE
cree plains,,13,cre,crk,{},54,-110,North America,,Cree (Plains),502,TRUE,TRUE
cree swampy,,13,cea,csw,{},56,-90,North America,,Cree (Swampy),429,FALSE,FALSE
crimean tatar,,83,cri,crh,{},45,34.08333333,Eurasia,,Crimean Tatar,505,FALSE,FALSE
crow,,142,cro,cro,{},47,-108,North America,,Crow,510,FALSE,FALSE
cua,,157,cua,cua,{},15.25,108.5,Eurasia,,Cua,527,FALSE,FALSE
cubeo,,150,cub,cub,{},1.333333333,-70.5,South America,,Cubeo,528,FALSE,FALSE
cuiba,,219,cui,cui,{},6.5,-70,South America,,Cuiba,530,FALSE,FALSE
cuica,,218,cuc,,{},9,-70.5,South America,,Cuica,529,FALSE,FALSE
cuicatec,,215,ctc,"cut, cux",{},17.83333333,-96.83333333,North America,,Cuicatec,520,FALSE,FALSE
cuitlatec,,220,cut,,{},17.5,-101,North America,,Cuitlatec,535,FALSE,FALSE
culina,,146,cul,cul,{},-6,-70.5,South America,,Culina,531,FALSE,FALSE
cupeno,,175,cup,cup,{},33.16666667,-116.5,North America,,Cupeño,533,FALSE,FALSE
curripaco,,15,cur,kpc,{},2.5,-68.5,South America,,Curripaco,534,FALSE,FALSE
czech,,141,cze,ces,{},50,15,Eurasia,,Czech,544,FALSE,FALSE
daa,,124,daa,kzf,{},-1,119.5833333,Papunesia,,Da'a,545,FALSE,FALSE
