ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
aari,,2,aar,aiw,{},6.0,36.58333333,Africa,,Aari,2,False,False
abau,,3,aba,aau,{},-4.0,141.25,Papunesia,,Abau,3,False,False
abaza,,7,abz,abq,{},44.0,42.0,Eurasia,,Abaza,16,False,False
abenaki western,,13,abw,abe,{},44.0,-72.25,North America,,Abenaki (Western),15,False,False
abidji,,5,abd,abi,{},5.666666667,-4.583333333,Africa,,Abidji,5,False,False
abipon,,6,abi,axb,{},-29.0,-61.0,South America,,Abipón,8,False,True
abkhaz,,7,abk,abk,{},43.08333333,41.0,Eurasia,,Abkhaz,9,True,True
abui,,12,abv,abz,{},-8.25,124.6666667,Papunesia,,Abui,14,False,False
abun,,11,abu,kgr,{},-0.5,132.5,Papunesia,,Abun,13,False,False
acehnese,,14,ace,ace,{},5.5,95.5,Eurasia,,Acehnese,17,False,False
achagua,,15,acg,aca,{},4.416666667,-72.25,South America,,Achagua,18,False,False
achang,,20,acn,acn,{},25.0,98.5,Eurasia,,Achang,23,False,False
ache,,16,ach,guq,{},-25.25,-55.16666667,South America,,Aché,19,False,False
achi,,17,aci,acr,{},15.16666667,-90.5,North America,,Achí,20,False,False
acholi,,18,acl,ach,{},3.0,32.66666667,Africa,,Acholi,21,False,False
achuar,,22,acu,acu,{},-2.66667,-76.0,South America,,Achuar,25,False,False
achumawi,,19,acm,acv,{},41.5,-121.0,North America,,Achumawi,22,False,False
acoma,,21,aco,kjq,{},34.91666667,-107.5833333,North America,,Acoma,24,True,True
adamorobe sign language,,23,ada,ads,{},5.833333333,-0.166666667,Africa,,Adamorobe Sign Language,26,False,False
adang,,12,adg,adn,{},-8.2,124.0,Papunesia,,Adang,27,False,False
adioukrou,,5,adi,adj,{},5.416666667,-4.583333333,Africa,,Adioukrou,28,False,False
adyghe abzakh,,7,ady,ady,{},45.23333333,40.58333333,Eurasia,,Adyghe (Abzakh),32,False,False
adyghe shapsugh,,7,ash,ady,{},45.0,38.75,Eurasia,,Adyghe (Shapsugh),152,False,False
adyghe temirgoy,,7,adt,ady,{},45.21666667,39.7,Eurasia,,Adyghe (Temirgoy),31,False,False
adynyamathanha,,9,adn,adt,{},-30.5,139.5,Australia,,Adynyamathanha,30,False,False
adzera,,25,adz,adz,{},-6.25,146.25,Papunesia,,Adzera,33,False,False
aekyom,,94,awi,awi,{},-5.75,141.4166667,Papunesia,,Aekyom,181,False,False
afrikaans,,27,afr,afr,{},-31.0,22.0,Africa,,Afrikaans,37,False,False
agarabi,,28,aga,agd,{},-6.166666667,146.0,Papunesia,,Agarabi,38,False,False
aghem,,31,agh,agq,{},6.666666667,10.0,Africa,,Aghem,42,False,False
aghu,,38,ahu,ahh,{},-6.166666667,140.1666667,Papunesia,,Aghu,53,False,False
aghul,,32,agl,agx,{},41.75,47.66666667,Eurasia,,Aghul,43,False,False
agta central,,30,agc,agt,{},17.96666667,121.8333333,Papunesia,,Agta (Central),40,False,False
agta dupaningan,,30,agd,duo,{},18.0,122.0833333,Papunesia,,Agta (Dupaningan),41,False,False
aguacatec,,17,agu,agu,{},15.41666667,-91.33333333,North America,,Aguacatec,48,False,False
aguaruna,,22,agr,agr,{},-5.0,-78.0,South America,,Aguaruna,46,False,False
ahtna,,37,aht,aht,{},62.0,-145.0,North America,,Ahtna,52,False,False
aikana,,39,aik,tba,{},-12.66666667,-60.66666667,South America,,Aikaná,54,False,False
ainu,,40,ain,ain,{},43.0,143.0,Eurasia,,Ainu,55,False,True
aizi,,41,aiz,ahp,{},5.25,-4.5,Africa,,Aizi,56,False,False
aja,,42,aja,aja,{},7.333333333,25.66666667,Africa,,Aja,57,False,False
ajagbe,,5,ajg,ajg,{},7.0,1.75,Africa,,Ajagbe,58,False,False
ajie,,25,aji,aji,{},-21.33333333,165.5,Papunesia,,Ajië,59,False,False
aka,,31,aka,axk,{},2.666666667,16.25,Africa,,Aka,60,False,False
akabiada,,43,akb,abj,{},11.66666667,92.5,Eurasia,,Aka-Biada,61,False,False
akacari,,43,akc,aci,{},13.5,93.0,Eurasia,,Aka-Cari,62,False,False
akakede,,43,akk,akx,{},12.75,92.75,Eurasia,,Aka-Kede,64,False,False
akan,,5,akn,aka,{},6.5,-1.25,Africa,,Akan,67,False,False
akawaio,,45,akw,ake,{},6.0,-59.5,South America,,Akawaio,70,False,False
akha,,20,akh,ahk,{},21.83333333,99.83333333,Eurasia,,Akha,63,False,False
akhvakh,,74,axv,akv,{},42.33333333,46.33333333,Eurasia,,Akhvakh,187,False,False
aklanon,,30,akl,akl,{},11.58333333,122.3333333,Papunesia,,Aklanon,65,False,False
akwa,,62,awk,png,{},10.08333333,6.333333333,Africa,,Akwa,182,False,False
alaala,,25,all,nrz,{},-8.916666667,146.75,Papunesia,,Ala'ala,78,False,False
alabama,,8,abm,akz,{},32.33333333,-87.41666667,North America,,Alabama,10,False,False
alagwa,,36,agw,wbj,{},-5.5,35.75,Africa,,Alagwa,49,False,False
alamblak,,46,ala,amp,{},-4.666666667,143.3333333,Papunesia,,Alamblak,71,True,True
alas,,53,alx,btz,{},3.666666667,97.83333333,Papunesia,,Alas,84,False,False
alawa,,52,alw,alh,{},-15.16666667,134.25,Australia,,Alawa,83,False,False
albanian,,47,alb,"aln, als",{},41.0,20.0,Eurasia,,Albanian,72,False,False
aleut,,26,ale,ale,{},54.0,-166.0,North America,,Aleut,75,False,False
aleut eastern,,26,aea,ale,{},54.75,-164.0,North America,,Aleut (Eastern),34,False,False
algonquin,,13,alg,alq,{},46.0,-77.0,North America,,Algonquin,76,False,False
alladian,,5,ald,ald,{},5.166666667,-4.333333333,Africa,,Alladian,74,False,False
allentiac,,48,alc,,{},-31.0,-68.0,South America,,Allentiac,73,False,False
alsatian,,27,alt,gsw,{},48.5,7.5,Eurasia,,Alsatian,81,False,False
alsea,,50,als,aes,{},44.66666667,-123.9166667,North America,,Alsea,80,False,False
altai southern,,83,aso,alt,{},51.0,87.0,Eurasia,,Altai (Southern),155,False,False
alune,,49,aln,alp,{},-3.0,128.3333333,Papunesia,,Alune,79,False,False
alutiiq,,91,atq,ems,{},57.0,-157.0,North America,,Alutiiq,167,False,False
alutor,,51,alu,alr,{},61.0,165.0,Eurasia,,Alutor,82,False,False
alyawarra,,9,aly,aly,{},-22.5,135.0,Australia,,Alyawarra,85,False,False
ama,,60,amm,amm,{},-4.216666667,141.6166667,Papunesia,,Ama,95,False,False
amahuaca,,55,amc,amc,{},-10.5,-72.5,South America,,Amahuaca,88,False,False
amanab,,61,amn,amn,{},-3.583333333,141.25,Papunesia,,Amanab,96,False,False
amara,,25,ama,aie,{},-5.666666667,148.5,Papunesia,,Amara,86,False,False
amarakaeri,,59,amk,amr,{},-12.5,-70.5,South America,,Amarakaeri,93,False,False
ambae lolovoli northeast,,25,aml,omb,{},-15.41666667,167.8833333,Papunesia,,Ambae (Lolovoli Northeast),94,False,False
ambai,,63,amq,amk,{},-1.833333333,136.5,Papunesia,,Ambai,99,False,False
ambulas,,54,amb,abt,{},-3.833333333,143.0,Papunesia,,Ambulas,87,False,False
amdo,,56,amd,adx,{},35.0,100.0,Eurasia,,Amdo,89,False,False
amdo themchen,,56,amt,adx,{},38.0,98.0,Eurasia,,Amdo (Themchen),102,False,False
amele,,57,ame,aey,{},-5.25,145.5833333,Papunesia,,Amele,90,True,True
american sign language,,23,asl,ase,{},39.0,-78.0,North America,,American Sign Language,153,False,False
amharic,,4,amh,amh,{},10.0,38.0,Africa,,Amharic,91,False,False
amis,,58,ami,ami,{},23.33333333,121.3333333,Papunesia,,Amis,92,False,False
amo,,62,amo,amo,{},10.33333333,8.666666667,Africa,,Amo,97,False,False
ampeeli,,73,ape,apz,{},-6.75,146.0833333,Papunesia,,Ampeeli,123,False,False
amuesha,,64,amu,ame,{},-10.5,-75.41666667,South America,,Amuesha,103,False,False
amuzgo,,65,amz,amu,{},16.83333333,-98.0,North America,,Amuzgo,105,False,False
anamuxra,,57,amx,imi,{},-4.666666667,145.0,Papunesia,,Anamuxra,104,False,False
andi,,74,anx,ani,{},42.75,46.25,Eurasia,,Andi,117,False,False
andoke,,24,adk,ano,{},-0.666666667,-72.0,South America,,Andoke,29,False,False
anejom,,25,anj,aty,{},-20.2,169.8,Papunesia,,Anejom,111,False,False
anem,,68,ane,anz,{},-5.583333333,149.0833333,Papunesia,,Anêm,108,False,False
angaataha,,73,ant,agm,{},-7.216666667,146.25,Papunesia,,Angaataha,115,False,False
angami,,33,agm,"njm, nri",{},25.66666667,94.5,Eurasia,,Angami,44,False,False
angas,,67,anc,anc,{},9.5,9.5,Africa,,Angas,107,False,False
anggor,,69,ang,agg,{},-3.75,141.1666667,Papunesia,,Anggor,109,False,False
angolar,,34,ago,aoa,{},0.25,6.5,Africa,,Angolar,45,False,False
anguthimri,,35,agt,lnj,{},-12.33333333,141.8333333,Australia,,Anguthimri,47,False,False
ani,,70,ani,hnh,{},-18.91666667,21.91666667,Africa,,//Ani,110,False,False
anindilyakwa,,71,ann,aoi,{},-14.0,136.5,Australia,,Anindilyakwa,113,False,False
anong,,72,ano,nun,{},27.33333333,98.75,Eurasia,,Anong,114,False,False
anufo,,5,anu,cko,{},10.08333333,0.25,Africa,,Anufo,116,False,False
anyi,,5,ayi,any,{},7.0,-3.5,Africa,,Anyi,188,False,False
anywa,,18,any,anu,{},8.0,33.5,Africa,,Anywa,118,False,False
ao,,33,ao,njo,{},26.58333333,94.66666667,Eurasia,,Ao,119,False,False
apache chiricahua,,37,apc,apm,{},33.25,-108.0,North America,,Apache (Chiricahua),122,False,False
apache jicarilla,,37,apj,apj,{},36.58333333,-104.0,North America,,Apache (Jicarilla),125,False,False
apache western,,37,apw,apw,{},33.75,-110.0,North America,,Apache (Western),130,False,False
apalai,,45,apl,apy,{},0.0,-54.0,South America,,Apalaí,127,False,False
apatani,,76,apt,apt,{},27.5,93.75,Eurasia,,Apatani,128,False,False
apinaye,,75,api,apn,{},-5.5,-48.0,South America,,Apinayé,124,False,False
apucikwar,,43,apk,apq,{},12.16666667,92.83333333,Eurasia,,A-Pucikwar,126,False,False
apurina,,77,apu,apu,{},-9.0,-67.0,South America,,Apurinã,129,True,True
arabana,,9,abn,ard,{},-28.25,136.25,Australia,,Arabana,11,False,False
arabela,,79,arb,arl,{},-2.0,-75.16666667,South America,,Arabela,132,False,False
arabic bahrain,,4,abh,abv,{},26.0,50.5,Eurasia,,Arabic (Bahrain),7,False,False
arabic banihassan,,4,ahs,mey,{},20.0,-10.0,Africa,,Arabic (Bani-Hassan),51,False,False
arabic beirut,,4,abe,apc,{},33.91666667,35.5,Eurasia,,Arabic (Beirut),6,False,False
arabic borno nigerian,,4,arn,shu,{},8.583333333,12.41666667,Africa,,Arabic (Borno Nigerian),142,False,False
arabic chadian,,4,abb,shu,{},13.83333333,20.83333333,Africa,,Arabic (Chadian),4,False,False
arabic eastern libyan,,4,ael,ayl,{},32.0,22.0,Africa,,Arabic (Eastern Libyan),36,False,False
arabic egyptian,,4,aeg,arz,{},30.0,31.0,Africa,,Arabic (Egyptian),35,True,True
arabic gulf,,4,arg,afb,{},26.0,49.0,Eurasia,,Arabic (Gulf),135,False,False
arabic hijazi,,4,arh,acw,{},26.0,38.0,Eurasia,,Arabic (Hijazi),136,False,False
arabic iraqi,,4,arq,acm,{},33.0,44.0,Eurasia,,Arabic (Iraqi),145,False,False
arabic kormakiti,,4,ako,acy,{},35.25,33.5,Eurasia,,Arabic (Kormakiti),68,False,False
arabic kuwaiti,,4,arj,afb,{},29.5,47.5,Eurasia,,Arabic (Kuwaiti),138,False,False
arabic lebanese,,4,arl,apc,{},34.0,36.0,Eurasia,,Arabic (Lebanese),140,False,False
arabic modern standard,,4,ams,arb,{},25.0,42.0,Eurasia,,Arabic (Modern Standard),101,False,False
arabic moroccan,,4,amr,ary,{},34.0,-6.0,Africa,,Arabic (Moroccan),100,False,False
arabic negev,,4,arv,ajp,{},30.5,34.75,Eurasia,,Arabic (Negev),148,False,False
arabic north levantine spoken,,4,anl,apc,{},33.75,36.0,Eurasia,,Arabic (North Levantine Spoken),112,False,False
arabic palestinian,,4,apa,ajp,{},32.0,35.25,Eurasia,,Arabic (Palestinian),121,False,False
arabic sanani,,4,ars,ayn,{},16.0,44.0,Eurasia,,Arabic (San'ani),147,False,False
arabic syrian,,4,asy,apc,{},34.0,38.0,Eurasia,,Arabic (Syrian),159,False,False
arabic tunisian,,4,atu,aeb,{},36.75,10.25,Africa,,Arabic (Tunisian),169,False,False
arakanese marma,,20,akm,rmz,{},21.5,92.5,Eurasia,,Arakanese (Marma),66,False,False
araki,,25,ark,akr,{},-15.66666667,166.9166667,Papunesia,,Araki,139,False,False
aralletabulahan,,87,atb,atq,{},-2.75,119.25,Papunesia,,Aralle-Tabulahan,161,False,False
arandai,,80,ard,jbj,{},-2.083333333,133.0,Papunesia,,Arandai,134,False,False
araona,,66,ana,aro,{},-12.33333333,-67.75,South America,,Araona,106,False,True
arapaho,,13,aho,arp,{},40.0,-103.0,North America,,Arapaho,50,False,False
arapesh abu,,1,aab,,{},-3.45,142.95,,,Arapesh (Abu),1,False,False
arapesh mountain,,1,arp,ape,{},-3.466666667,143.1666667,Papunesia,,Arapesh (Mountain),144,True,True
arawak,,78,ara,arw,{},5.5,-55.16666667,South America,,Arawak,131,False,False
arbore,,10,abo,arv,{},5.0,36.75,Africa,,Arbore,12,False,False
archi,,32,arc,aqc,{},42.0,46.83333333,Eurasia,,Archi,133,False,False
areare,,25,arx,alu,{},-9.25,161.1666667,Papunesia,,'Are'are,150,False,False
aribwatsa,,25,ari,laz,{},-6.716666667,147.0,Papunesia,,Aribwatsa,137,False,False
arikara,,44,akr,ari,{},45.5,-100.5,North America,,Arikara,69,False,False
armenian eastern,,81,arm,hye,{},40.0,45.0,Eurasia,,Armenian (Eastern),141,False,True
armenian iranian,,81,arz,hye,{},32.66666667,51.66666667,Eurasia,,Armenian (Iranian),151,False,False
armenian western,,81,arw,hye,{},38.5,43.5,Eurasia,,Armenian (Western),149,False,False
aroplokep,,25,alk,apr,{},-5.383333333,147.05,Papunesia,,Arop-Lokep,77,False,False
arosi,,25,aro,aia,{},-10.25,161.3333333,Papunesia,,Arosi,143,False,False
arrernte,,9,arr,"aer, are",{},-24.0,134.0,Australia,,Arrernte,146,False,False
arrernte mparntwe,,9,amp,aer,{},-24.0,136.0,Australia,,Arrernte (Mparntwe),98,False,False
arrernte western,,9,awe,are,{},-24.0,132.5,Australia,,Arrernte (Western),180,False,False
asmat,,82,asm,tml,{},-5.5,138.5,Papunesia,,Asmat,154,True,True
assamese,,84,ass,asm,{},26.0,93.0,Eurasia,,Assamese,156,False,False
asturian,,85,ast,ast,{},43.25,-6.0,Eurasia,,Asturian,157,False,False
asurini,,16,asu,asu,{},-3.5,-49.5,South America,,Asuriní,158,False,False
atacameno,,90,atm,kuz,{},-23.0,-69.0,South America,,Atacameño,166,False,False
atakapa,,89,atk,aqp,{},30.0,-93.5,North America,,Atakapa,165,False,False
atayal,,86,ata,tay,{},24.5,121.3333333,Papunesia,,Atayal,160,False,False
atchin,,25,atc,upv,{},-16.0,167.3333333,Papunesia,,Atchin,162,False,False
athpare,,88,ath,aph,{},27.0,87.33333333,Eurasia,,Athpare,163,False,False
atikamekw,,13,ati,atj,{},48.0,-74.0,North America,,Atikamekw,164,False,False
atsugewi,,19,ats,atw,{},40.75,-121.0,North America,,Atsugewi,168,False,False
au,,92,au,avt,{},-3.583333333,142.0833333,Papunesia,,Au,170,False,False
aulua,,25,aul,aul,{},-16.33333333,167.6666667,Papunesia,,Aulua,171,False,False
auslan,,23,aus,asf,{},-30.0,145.0,Australia,,Auslan,172,False,False
auyana,,28,auy,auy,{},-6.5,145.75,Papunesia,,Auyana,173,False,False
avar,,74,ava,ava,{},42.5,46.5,Eurasia,,Avar,174,False,False
avatime,,5,avt,avn,{},6.833333333,0.416666667,Africa,,Avatime,177,False,False
avikam,,5,avk,avi,{},5.166666667,-5.5,Africa,,Avikam,175,False,False
avokaya,,93,avo,avu,{},4.666666667,30.0,Africa,,Avokaya,176,False,False
awa,,28,awa,awb,{},-6.666666667,145.75,Papunesia,,Awa,178,False,False
awadhi,,84,awd,awa,{},27.5,81.5,Eurasia,,Awadhi,179,False,False
awa pit,,96,awp,kwi,{},1.5,-78.25,South America,,Awa Pit,184,False,True
awngi,,95,awn,awn,{},10.83333333,36.66666667,Africa,,Awngi,183,False,False
awtuw,,97,awt,kmn,{},-3.583333333,142.0,Papunesia,,Awtuw,185,False,False
awyi,,61,awy,auw,{},-2.916666667,140.5833333,Papunesia,,Awyi,186,False,False
ayiwo,,25,ayw,nfl,{},-10.33333333,166.25,Papunesia,,Ayiwo,193,False,False
aymara central,,98,aym,ayc,{},-17.0,-69.0,South America,,Aymara (Central),189,False,True
aynu,,83,ayn,aib,{},39.5,76.0,Eurasia,,Aynu,190,False,False
ayoman,,99,ayo,,{},11.0,-69.0,,,Ayomán,191,False,False
ayoreo,,100,ayr,ayo,{},-20.25,-59.25,South America,,Ayoreo,192,False,False
azari iranian,,83,azi,azb,{},37.5,47.0,Eurasia,,Azari (Iranian),195,False,False
azerbaijani,,83,aze,"azb, azj",{},40.5,48.5,Eurasia,,Azerbaijani,194,False,False
baale,,140,blj,koe,{},6.5,34.5,Africa,,Baale,289,False,False
babole,,31,bbl,bvx,{},1.083333333,17.25,Africa,,Babole,218,False,False
babungo,,31,bab,bav,{},6.116666667,10.41666667,Africa,,Babungo,197,False,False
bachamal,,102,bac,wdj,{},-13.16666667,130.1666667,Australia,,Bachamal,198,False,False
badaga,,116,bdg,bfq,{},11.66666667,76.75,Eurasia,,Badaga,226,False,False
bade,,67,bad,bde,{},12.83333333,10.5,Africa,,Bade,199,False,False
badimaya,,117,bdm,bia,{},-27.66666667,118.0,Australia,,Badimaya,228,False,False
bafia,,31,bfi,ksf,{},5.0,11.16666667,Africa,,Bafia,245,False,False
bafut,,31,baf,bfd,{},6.25,9.916666667,Africa,,Bafut,201,False,False
baga sitemu,,128,bgs,bsp,{},10.5,-14.5,Africa,,Baga Sitemu,254,False,False
bagirmi,,103,bag,bmi,{},11.66666667,16.0,Africa,,Bagirmi,202,True,True
bagiro,,103,bgr,fuu,{},4.333333333,20.58333333,Africa,,Bagiro,253,False,False
bagri,,84,bgi,bgq,{},29.58333333,74.33333333,Eurasia,,Bagri,248,False,False
bagvalal,,74,bgv,kva,{},42.58333333,46.16666667,Eurasia,,Bagvalal,255,False,False
baham,,118,bdw,bdw,{},-3.166666667,132.6666667,Papunesia,,Baham,230,False,False
bahinemo,,46,bhn,bjh,{},-4.583333333,142.8333333,Papunesia,,Bahinemo,258,False,False
bahnar,,157,bpb,bdq,{},13.83333333,108.3333333,Eurasia,,Bahnar,335,False,False
bai,,105,bai,bca,{},26.0,100.0,Eurasia,,Bai,204,False,False
bajau sama,,106,baj,bdl,{},-4.333333333,123.0,Papunesia,,Bajau (Sama),205,False,False
bajau west coast,,106,bwc,bdr,{},6.333333333,116.3333333,Papunesia,,Bajau (West Coast),399,False,False
baka in cameroon,,107,bak,bkc,{},2.583333333,13.58333333,Africa,,Baka (in Cameroon),206,False,False
baka in south sudan,,103,bka,bdh,{},4.833333333,29.25,Africa,,Baka (in South Sudan),276,False,False
bakairi,,45,bki,bkq,{},-14.0,-55.0,South America,,Bakairí,279,False,False
bakueri,,31,bku,bri,{},4.25,9.25,Africa,,Bakueri,284,False,False
bakundu,,31,bkn,bdu,{},4.833333333,9.333333333,Africa,,Bakundu,281,False,False
balangao,,139,blg,blw,{},17.16666667,121.1666667,Papunesia,,Balangao,288,False,False
balanta,,143,blz,"bjt, ble",{},12.25,-15.33333333,Africa,,Balanta,298,False,False
balantak,,124,blk,blz,{},-0.833333333,123.25,Papunesia,,Balantak,290,False,False
balinese,,14,bal,ban,{},-8.333333333,115.25,Papunesia,,Balinese,207,False,False
balivitu,,25,bvi,"bbn, wiv",{},-4.9,149.1166667,Papunesia,,Bali-Vitu,397,False,False
balti,,56,blt,bft,{},35.0,76.0,Eurasia,,Balti,294,False,False
baluchi,,138,blc,bgp,{},28.0,62.0,Eurasia,,Baluchi,286,False,False
balyku,,117,bly,nad,{},-22.0,120.0,Australia,,Balyku,297,False,False
bambam,,87,bbm,ptu,{},-3.083333333,119.0833333,Papunesia,,Bambam,219,False,False
bambara,,108,bam,bam,{},12.5,-7.5,Africa,,Bambara,208,False,True
bamun,,31,bmn,bax,{},5.5,10.91666667,Africa,,Bamun,301,False,False
bana,,109,ban,bcw,{},10.41666667,13.58333333,Africa,,Bana,209,False,False
banawa,,146,bna,jaa,{},-7.0,-65.0,South America,,Banawá,304,False,False
bandi,,108,bnd,bza,{},8.083333333,-10.25,Africa,,Bandi,306,False,False
bandjalang,,113,bnj,bdy,{},-28.75,153.0,Australia,,Bandjalang,309,False,False
bandjalang casino,,113,bca,bdy,{},-28.91666667,153.0,Australia,,Bandjalang (Casino),222,False,False
bandjalang waalubal,,113,bwa,bdy,{},-29.08333333,152.5833333,Australia,,Bandjalang (Waalubal),398,False,False
bandjalang yugumbir,,113,byu,bdy,{},-27.91666667,153.0,Australia,,Bandjalang (Yugumbir),403,False,False
banggai,,124,bgg,bgz,{},-1.416666667,123.1666667,Papunesia,,Banggai,247,False,False
banggarla,,9,bnl,bjb,{},-32.0,137.0,Australia,,Banggarla,311,False,False
banggi,,119,bgz,bdg,{},7.25,117.1666667,Papunesia,,Banggi,256,False,False
bangime,,126,bgm,dba,{},14.91666667,-3.833333333,Africa,,Bangime,250,False,False
baniva,,152,bnv,bvv,{},5.26,-67.56,South America,,Baniva,319,False,False
baniwa,,153,bnw,bwi,{},2.666666667,-66.83333333,South America,,Baniwa,320,False,False
bankon,,31,bnk,abb,{},4.416666667,9.583333333,Africa,,Bankon,310,False,False
banoni,,25,bnn,bcm,{},-6.416666667,155.25,Papunesia,,Banoni,313,False,False
bantik,,151,bnt,bnq,{},1.416666667,124.75,Papunesia,,Bantik,317,False,False
baoan,,110,bao,peh,{},35.75,102.8333333,Eurasia,,Bao'an,210,False,False
baragaunle,,56,brl,loy,{},28.83333333,83.83333333,Eurasia,,Baragaunle,356,False,False
barai,,101,baa,"bbb, nvm",{},-9.333333333,148.0833333,Papunesia,,Barai,196,False,False
barambu,,107,bbu,brm,{},3.5,27.0,Africa,,Barambu,220,False,False
barasano,,150,brs,bsn,{},-0.166666667,-70.66666667,South America,,Barasano,363,True,True
bardi,,161,brd,bcj,{},-16.58333333,122.9166667,Australia,,Bardi,349,False,False
bare,,15,bae,bae,{},1.0,-67.0,South America,,Baré,200,False,False
bargam,,57,mug,mlp,{},-4.883333333,145.75,Papunesia,,Bargam,1601,False,False
bari,,18,bar,bfa,{},5.0,31.66666667,Africa,,Bari,212,False,False
bari,,430,mti,mot,{},9.0,-73.0,South America,,Barí,1591,False,False
bariba,,159,brb,bba,{},10.0,2.5,Africa,,Bariba,347,False,False
barupu,,165,brp,wra,{},-3.083333333,142.0833333,Papunesia,,Barupu,360,False,False
baruya,,73,bry,byr,{},-6.916666667,145.9166667,Papunesia,,Baruya,366,False,False
basaa,,31,bas,bas,{},3.916666667,10.5,Africa,,Basaá,213,False,False
basari,,168,bsr,bsc,{},12.66666667,-13.0,Africa,,Basari,376,False,False
bashkir,,83,bsk,bak,{},53.0,58.0,Eurasia,,Bashkir,371,False,False
basque,,158,bsq,eus,{},43.0,-3.0,Eurasia,,Basque,375,True,True
basque basaburua and imoz,,158,bqi,eus,{},43.0,-1.666666667,Eurasia,,Basque (Basaburua and Imoz),339,False,False
basque bidasoa valley,,158,bqb,eus,{},43.0,-3.833333333,Eurasia,,Basque (Bidasoa Valley),336,False,False
basque gernica,,158,bqg,eus,{},43.33333333,-3.0,Eurasia,,Basque (Gernica),337,False,False
basque hondarribia,,158,bqh,eus,{},42.5,-3.0,Eurasia,,Basque (Hondarribia),338,False,False
basque lekeitio,,158,bql,eus,{},43.0,-2.5,Eurasia,,Basque (Lekeitio),340,False,False
basque northern high navarrese,,158,bqn,eus,{},43.33333333,-2.5,Eurasia,,Basque (Northern High Navarrese),341,False,False
basque onati,,158,bqo,eus,{},42.5,-3.5,Eurasia,,Basque (Oñati),342,False,False
basque roncalese,,158,bqr,eus,{},43.0,-2.0,Eurasia,,Basque (Roncalese),343,False,False
basque sakana,,158,bqs,eus,{},42.5,-2.0,Eurasia,,Basque (Sakana),344,False,False
basque souletin,,158,bso,eus,{},43.5,-1.5,Eurasia,,Basque (Souletin),374,False,False
basque zeberio,,158,bqz,eus,{},42.0,-3.0,Eurasia,,Basque (Zeberio),345,False,False
batak,,30,bat,bya,{},10.25,119.0833333,Papunesia,,Batak,214,False,False
batak karo,,53,bkr,btx,{},3.25,98.25,Papunesia,,Batak (Karo),282,False,True
batak toba,,53,bto,bbc,{},2.5,99.0,Papunesia,,Batak (Toba),380,False,False
bathari,,4,bth,bhm,{},18.0,56.0,Eurasia,,Bathari,377,False,False
bau,,57,bau,bbd,{},-5.25,145.6166667,Papunesia,,Bau,215,False,False
baule,,5,ble,bci,{},7.0,-5.0,Africa,,Baule,287,False,False
baure,,111,baq,brg,{},-13.08333333,-64.16666667,South America,,Baure,211,False,False
bauzi,,173,bzi,bvz,{},-2.5,137.5,Papunesia,,Bauzi,404,False,False
bawm,,33,baw,bgr,{},22.5,92.25,Eurasia,,Bawm,216,False,True
bayso,,10,bys,bsw,{},6.25,37.75,Africa,,Bayso,402,False,False
bayungu,,117,bxj,bxj,{},-23.0,114.0,Australia,,Bayungu,400,False,False
beembe,,31,bee,beq,{},-3.916666667,14.08333333,Africa,,Beembe,233,False,False
begakidaan,,119,beg,dbj,{},5.25,118.8333333,Papunesia,,Begak-Ida'an,234,False,False
beja,,120,bej,bej,{},18.0,36.0,Africa,,Beja,235,False,True
belhare,,88,bel,byw,{},26.96666667,87.3,Eurasia,,Belhare,236,False,False
bella coola,,115,bco,blc,{},52.5,-126.6666667,North America,,Bella Coola,224,False,False
belorussian,,141,blr,bel,{},54.0,28.0,Eurasia,,Belorussian,293,False,False
bemba,,31,bem,bem,{},-10.0,28.25,Africa,,Bemba,237,False,False
benabena,,28,beb,bef,{},-6.166666667,145.5,Papunesia,,Benabena,231,False,False
benalulua,,31,blu,lua,{},-6.0,21.0,Africa,,Bena-Lulua,295,False,False
beng,,136,bnq,nhb,{},7.833333333,-4.25,Africa,,Beng,315,False,False
benga,,31,bga,bng,{},1.166666667,9.416666667,Africa,,Benga,246,False,False
bengali,,84,ben,ben,{},24.0,90.0,Eurasia,,Bengali,238,False,False
bengali chittagong,,84,bec,ctg,{},22.33333333,91.83333333,Eurasia,,Bengali (Chittagong),232,False,False
beothuk,,121,beo,bue,{},48.0,-57.0,North America,,Beothuk,239,False,False
bera,,31,brq,brf,{},1.5,30.03,Africa,,Bera,361,False,False
berber ayt seghrouchen middle atlas,,114,bse,tzm,{},33.33333333,-4.666666667,Africa,,Berber (Ayt Seghrouchen Middle Atlas),368,False,False
berber chaouia,,114,bch,shy,{},35.0,7.0,Africa,,Berber (Chaouia),223,False,False
berber figuig,,114,bfg,,{},32.5,-1.5,,,Berber (Figuig),244,False,False
berber middle atlas,,114,bma,tzm,{},33.0,-5.0,Africa,,Berber (Middle Atlas),299,True,True
berber mzab,,114,bmz,mzb,{},32.5,3.5,Africa,,Berber (Mzab),303,False,False
berber rif,,114,brf,rif,{},34.5,-4.0,Africa,,Berber (Rif),351,False,False
berber siwa,,114,bsi,siz,{},29.16666667,25.5,Africa,,Berber (Siwa),370,False,False
berber wargla,,114,bou,oua,{},31.91666667,5.333333333,Africa,,Berber (Wargla),332,False,False
