ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
takelma,,513,tkl,tkm,{},42.5,-123,North America,,Takelma,2286,FALSE,FALSE
takia,,25,tak,tbc,{},-4.666666667,146,Papunesia,,Takia,2207,FALSE,FALSE
talaud,,151,tld,tld,{},4.25,126.75,Papunesia,,Talaud,2291,FALSE,FALSE
talinga,,31,tal,tlj,{},0.416666667,29.66666667,Africa,,Talinga,2208,FALSE,FALSE
talysh azerbaijan,,138,taz,tly,{},38.75,48.66666667,Eurasia,,Talysh (Azerbaijan),2219,FALSE,FALSE
talysh southern,,138,tls,tly,{},37,49,Eurasia,,Talysh (Southern),2297,FALSE,FALSE
tama,,409,tma,tma,{},14.5,22,Africa,,Tama,2298,FALSE,FALSE
tamabo,,25,tmm,mla,{},-15.66666667,167.1666667,Papunesia,,Tamabo,2304,FALSE,FALSE
tamagario,,518,tmg,tcg,{},-6.416666667,139.25,Papunesia,,Tamagario,2300,FALSE,FALSE
tamang eastern,,56,tam,"taj, tge",{},27.5,85.66666667,Eurasia,,Tamang (Eastern),2209,FALSE,FALSE
tamashek,,114,tsk,taq,{},20,-2,Africa,,Tamashek,2367,FALSE,FALSE
tamil,,116,tml,tam,{},11,78.5,Eurasia,,Tamil,2303,FALSE,FALSE
tamil spoken,,116,tsp,tam,{},11,78,Eurasia,,Tamil (Spoken),2372,FALSE,FALSE
tampulma,,159,tmp,tpm,{},10.41666667,-0.583333333,Africa,,Tampulma,2307,FALSE,FALSE
tanacross,,37,tnc,tcb,{},63.5,-143.5,North America,,Tanacross,2313,FALSE,FALSE
tanaina,,37,tnj,tfn,{},62,-150,North America,,Tanaina,2318,FALSE,FALSE
tanana lower,,37,tnl,taa,{},65,-150,North America,,Tanana (Lower),2320,FALSE,FALSE
tangale,,67,tan,tan,{},9.75,11.33333333,Africa,,Tangale,2210,FALSE,FALSE
tangbe,,56,tbx,skj,{},28.91666667,83.75,Eurasia,,Tangbe,2230,FALSE,FALSE
tangga,,25,tga,hrc,{},-3.466666667,153.2,Papunesia,,Tangga,2248,FALSE,FALSE
tanglapui,,345,tgp,swt,{},-8.283333333,125.0833333,Papunesia,,Tanglapui,2255,FALSE,FALSE
tanna southwest,,25,tns,nwi,{},-19.56666667,169.3333333,Papunesia,,Tanna (Southwest),2323,FALSE,FALSE
tanzania sign language,,23,tsl,tza,{},-6,35,Africa,,Tanzania Sign Language,2368,FALSE,FALSE
tapiete,,16,tpt,tpj,{},-19.75,-61.66666667,South America,,Tapieté,2347,FALSE,FALSE
tarahumara central,,283,tce,tar,{},27.5,-107.5,North America,,Tarahumara (Central),2231,FALSE,FALSE
tarahumara western,,283,twe,tac,{},27.5,-108,North America,,Tarahumara (Western),2403,FALSE,FALSE
tarangan west,,49,tgw,txn,{},-6.5,134.1666667,Papunesia,,Tarangan (West),2257,FALSE,FALSE
tarao,,33,tao,tro,{},24.25,94.16666667,Eurasia,,Tarao,2211,FALSE,FALSE
tariana,,15,tar,tae,{},1,-69.16666667,South America,,Tariana,2213,FALSE,FALSE
tarok,,135,tok,yer,{},9,10.08333333,Africa,,Tarok,2331,FALSE,FALSE
tashlhiyt,,114,tas,shi,{},31,-5,Africa,,Tashlhiyt,2214,FALSE,FALSE
tasmanian,,525,tsm,,{},-42.16666667,146.5,,,Tasmanian,2369,FALSE,FALSE
tasmanian oyster bay to pitwater,,525,toy,,{},-42.5,147.75,,,Tasmanian (Oyster Bay to Pitwater),2339,FALSE,FALSE
tat muslim,,138,tmu,ttt,{},41.25,48.75,Eurasia,,Tat (Muslim),2310,FALSE,FALSE
tatana,,119,tat,txx,{},5.5,115.5,Papunesia,,Tatana',2215,FALSE,FALSE
tatar,,83,tvo,tat,{},56,49.5,Eurasia,,Tatar,2400,FALSE,FALSE
tatar baraba,,83,ttb,tat,{},55.33333333,78.33333333,Eurasia,,Tatar (Baraba),2377,FALSE,FALSE
tatar mishar,,83,tmi,tat,{},55.5,49,Eurasia,,Tatar (Mishar),2301,FALSE,FALSE
tatarnoghay alabugat,,83,tlb,nog,{},47.41666667,45.66666667,Eurasia,,Tatar-Noghay (Alabugat),2290,FALSE,FALSE
tati southern,,138,tts,tks,{},36,49.66666667,Eurasia,,Tati (Southern),2381,FALSE,FALSE
tatuyo,,150,tty,tav,{},0.416666667,-70.5,South America,,Tatuyo,2383,FALSE,FALSE
taulil,,515,tll,tuh,{},-4.416666667,152.0833333,Papunesia,,Taulil,2294,FALSE,FALSE
taushiro,,528,tsr,trr,{},-3.25,-75.5,South America,,Taushiro,2373,FALSE,FALSE
tausug,,30,tsg,tsg,{},6,121,Papunesia,,Tausug,2363,FALSE,FALSE
tauya,,57,tau,tya,{},-5.75,145.3333333,Papunesia,,Tauya,2216,FALSE,FALSE
tawala,,25,taw,tbo,{},-10.33333333,150.6666667,Papunesia,,Tawala,2217,FALSE,FALSE
tayo,,34,tay,cks,{},-22,166.3333333,Papunesia,,Tayo,2218,FALSE,FALSE
tboli,,134,tbo,tbl,{},6.166666667,124.5,Papunesia,,Tboli,2224,FALSE,FALSE
tectiteco,,17,tec,ttc,{},15.41666667,-92.08333333,North America,,Tectiteco,2235,FALSE,FALSE
tehit,,508,tht,kps,{},-1.5,132,Papunesia,,Tehit,2265,FALSE,FALSE
tehuelche,,493,teh,teh,{},-48,-68,South America,,Tehuelche,2237,FALSE,FALSE
teke southern,,31,tks,kkw,{},-2.333333333,14.5,Africa,,Teke (Southern),2288,FALSE,FALSE
telefol,,368,tlf,tlf,{},-5,141.75,Papunesia,,Telefol,2292,FALSE,FALSE
telugu,,282,tel,tel,{},16,79,Eurasia,,Telugu,2238,FALSE,FALSE
tem,,159,tem,kdh,{},8.666666667,0.5,Africa,,Tem,2239,FALSE,FALSE
temein,,519,tmn,teq,{},11.91666667,29.41666667,Africa,,Temein,2305,FALSE,FALSE
temiar,,312,tmr,tea,{},5,101.5,Eurasia,,Temiar,2308,FALSE,FALSE
temne,,128,tne,tem,{},8.666666667,-13.08333333,Africa,,Temne,2315,FALSE,FALSE
tennet,,140,ten,tex,{},4.416666667,32.5,Africa,,Tennet,2240,FALSE,FALSE
tenyer,,243,tny,kza,{},10.66666667,-4.5,Africa,,Tenyer,2325,FALSE,FALSE
teop,,25,teo,tio,{},-5.666666667,155,Papunesia,,Teop,2241,FALSE,FALSE
tepecano,,445,tpc,tep,{},21.75,-104.75,North America,,Tepecano,2342,FALSE,FALSE
tepehua huehuetla,,507,tee,tee,{},20.5,-98,North America,,Tepehua (Huehuetla),2236,FALSE,FALSE
tepehua tlachichilco,,507,tep,tpt,{},20.58333333,-98.25,North America,,Tepehua (Tlachichilco),2242,FALSE,FALSE
tepehuan northern,,445,tpn,ntp,{},26.33333333,-107,North America,,Tepehuan (Northern),2344,FALSE,FALSE
tepehuan southeastern,,445,tps,stp,{},23,-104.5,North America,,Tepehuan (Southeastern),2346,FALSE,FALSE
tera,,109,ter,ttr,{},11,11.83333333,Africa,,Tera,2243,FALSE,FALSE
terena,,111,trn,ter,{},-20,-56,South America,,Terêna,2354,FALSE,FALSE
teribe,,160,trb,tfr,{},9.333333333,-82.66666667,North America,,Teribe,2348,FALSE,FALSE
ternate,,277,trt,tft,{},0.833333333,127.25,Papunesia,,Ternate,2356,FALSE,FALSE
teso,,18,tes,teo,{},1.833333333,33.83333333,Africa,,Teso,2244,FALSE,FALSE
tetela,,31,tet,tll,{},-4,24,Africa,,Tetela,2245,FALSE,FALSE
tetun,,49,ttn,tet,{},-9,126,Papunesia,,Tetun,2380,FALSE,FALSE
tetun dili,,49,ttd,tet,{},-8.583333333,125.5833333,Papunesia,,Tetun Dili,2378,FALSE,FALSE
tewa arizona,,316,tew,tew,{},35.83333333,-110.4166667,North America,,Tewa (Arizona),2246,FALSE,FALSE
tewa rio grande,,316,trg,tew,{},36.25,-106.1666667,North America,,Tewa (Rio Grande),2351,FALSE,FALSE
tewa san juan pueblo,,316,tsj,tew,{},36.08333333,-106.0833333,North America,,Tewa (San Juan Pueblo),2366,FALSE,FALSE
thadou,,33,thd,tcz,{},24.41666667,93.91666667,Eurasia,,Thadou,2259,FALSE,FALSE
thai,,237,tha,tha,{},16,101,Eurasia,,Thai,2258,TRUE,TRUE
thai sign language,,23,ths,tsq,{},15,101,Eurasia,,Thai Sign Language,2264,FALSE,FALSE
thakali,,56,thk,ths,{},29,83.75,Eurasia,,Thakali,2260,FALSE,FALSE
thangmi,,88,thn,thf,{},27.75,86,Eurasia,,Thangmi,2261,FALSE,FALSE
thao,,509,thw,ssf,{},23.88333333,120.9166667,Papunesia,,Thao,2267,FALSE,FALSE
thaypan,,35,thp,typ,{},-14.83333333,143.1666667,Australia,,Thaypan,2263,FALSE,FALSE
thompson,,206,tho,thp,{},49.75,-121.75,North America,,Thompson,2262,FALSE,FALSE
thulung,,88,thu,tdh,{},27.41666667,86.5,Eurasia,,Thulung,2266,FALSE,FALSE
tibetan dingri,,56,tdi,bod,{},28.5,86.5,Eurasia,,Tibetan (Dingri),2233,FALSE,FALSE
tibetan drokpa,,56,tdr,bod,{},32.25,81.25,Eurasia,,Tibetan (Drokpa),2234,FALSE,FALSE
tibetan modern literary,,56,tmo,bod,{},29.83333333,91.5,Eurasia,,Tibetan (Modern Literary),2306,FALSE,FALSE
tibetan shigatse,,56,tis,bod,{},29,89,Eurasia,,Tibetan (Shigatse),2280,FALSE,FALSE
tibetan standard spoken,,56,tib,bod,{},30,91,Eurasia,,Tibetan (Standard Spoken),2270,FALSE,FALSE
ticuna,,510,tic,tca,{},-4,-70.5,South America,,Ticuna,2271,FALSE,FALSE
tidore,,277,tid,tvo,{},0.75,127.5,Papunesia,,Tidore,2272,FALSE,FALSE
tifal,,368,tif,tif,{},-5,141.3333333,Papunesia,,Tifal,2273,FALSE,FALSE
tigak,,25,tgk,tgc,{},-2.716666667,150.8,Papunesia,,Tigak,2251,FALSE,FALSE
tigre,,4,tgr,tig,{},16.5,38.5,Africa,,Tigré,2256,FALSE,FALSE
tigre beni amer,,4,tbe,tig,{},15.5,38,Africa,,Tigré (Beni Amer),2222,FALSE,FALSE
tigrinya,,4,tig,tir,{},14.5,38.5,Africa,,Tigrinya,2274,FALSE,FALSE
tiipay jamul,,183,tja,dih,{},32.16666667,-116.5,North America,,Tiipay (Jamul),2283,FALSE,FALSE
tikar,,31,tik,tik,{},5.833333333,11.66666667,Africa,,Tikar,2275,FALSE,FALSE
tillamook,,511,til,til,{},45.33333333,-123.75,North America,,Tillamook,2276,FALSE,FALSE
tima,,369,tia,tms,{},11.66666667,29.25,Africa,,Tima,2269,FALSE,FALSE
timorese,,49,tse,aoz,{},-9.666666667,124.5,Papunesia,,Timorese,2361,FALSE,FALSE
timucua,,517,tmc,tjm,{},30.25,-82.5,North America,,Timucua,2299,FALSE,FALSE
timugon,,119,tim,tih,{},5,116,Papunesia,,Timugon,2277,FALSE,FALSE
tinani,,56,tni,lbf,{},32.33333333,77.16666667,Eurasia,,Tinani,2317,FALSE,FALSE
tindi,,74,tnd,tin,{},42.36666667,46.25,Eurasia,,Tindi,2314,FALSE,FALSE
tinrin,,25,tin,cir,{},-21.66666667,165.75,Papunesia,,Tinrin,2278,FALSE,FALSE
tiriyo,,45,tir,tri,{},3.25,-55.75,South America,,Tiriyo,2279,FALSE,FALSE
tirmaga,,140,trm,suq,{},5.75,35.25,Africa,,Tirmaga,2353,FALSE,FALSE
tiruray,,134,try,tiy,{},6.75,124.1666667,Papunesia,,Tiruray,2359,FALSE,FALSE
tiv,,31,tiv,tiv,{},7.5,9,Africa,,Tiv,2281,FALSE,FALSE
tiwa northern,,316,twn,twf,{},36.5,-105.5,North America,,Tiwa (Northern),2404,FALSE,FALSE
tiwa southern,,316,tws,tix,{},35,-106.3333333,North America,,Tiwa (Southern),2405,FALSE,FALSE
tiwi,,512,tiw,tiw,{},-11.5,131,Australia,,Tiwi,2282,TRUE,TRUE
tlapanec,,516,tlp,tcf,{},17.08333333,-99,North America,,Tlapanec,2296,FALSE,FALSE
tlingit,,514,tli,tli,{},59,-135,North America,,Tlingit,2293,FALSE,TRUE
toaripi,,461,toa,tqo,{},-8.333333333,146.25,Papunesia,,Toaripi,2326,FALSE,FALSE
toba,,6,tob,tob,{},-26.5,-59,South America,,Toba,2327,FALSE,FALSE
tobati,,25,tbt,tti,{},-2.583333333,140.6666667,Papunesia,,Tobati,2227,FALSE,FALSE
tobelo,,277,tlo,tlb,{},1.5,128.5,Papunesia,,Tobelo,2295,FALSE,FALSE
tod,,56,tod,sbu,{},32.41666667,77.25,Eurasia,,Tod,2328,FALSE,FALSE
toda,,116,tda,tcx,{},11.41666667,76.75,Eurasia,,Toda,2232,FALSE,FALSE
tofa,,83,tof,kim,{},53.75,98,Eurasia,,Tofa,2329,FALSE,FALSE
tojolabal,,17,toj,toj,{},16.33333333,-91.5,North America,,Tojolabal,2330,FALSE,FALSE
tok pisin,,34,tpi,tpi,{},-9.5,147.1666667,Papunesia,,Tok Pisin,2343,FALSE,FALSE
tokelauan,,25,tke,tkl,{},-9,-172,Papunesia,,Tokelauan,2284,FALSE,FALSE
tol,,522,tol,jic,{},14.66666667,-87,North America,,Tol,2332,FALSE,FALSE
tolai,,25,tla,ksd,{},-4.25,152.0833333,Papunesia,,Tolai,2289,FALSE,FALSE
tommo so,,230,tms,,{},15,-3,,,Tommo So,2309,FALSE,FALSE
tondano,,521,tno,tdn,{},1.25,125,Papunesia,,Tondano,2322,FALSE,FALSE
tonga in zambia,,31,toz,toi,{},-17,27,Africa,,Tonga (in Zambia),2340,FALSE,FALSE
tongan,,25,tng,ton,{},-21.16666667,-175.1666667,Papunesia,,Tongan,2316,FALSE,FALSE
tonkawa,,523,ton,tqw,{},30.25,-96.75,North America,,Tonkawa,2333,FALSE,FALSE
tontemboan,,521,tnt,tnt,{},1.083333333,124.5,Papunesia,,Tontemboan,2324,FALSE,FALSE
toqabaqita,,25,toq,mlu,{},-8.416666667,160.5833333,Papunesia,,Toqabaqita,2334,FALSE,FALSE
toraja,,87,trd,sda,{},-3,119.75,Papunesia,,Toraja,2350,FALSE,FALSE
toratan,,151,tor,rth,{},1.083333333,124.8333333,Papunesia,,Toratán,2335,FALSE,FALSE
toro so,,230,dts,dts,{},14.41666667,-3.25,Africa,,Toro So,621,FALSE,FALSE
torwali,,84,trw,trw,{},34.25,72,Eurasia,,Torwali,2358,FALSE,FALSE
totonac misantla,,507,tot,tlc,{},19.91666667,-96.91666667,North America,,Totonac (Misantla),2337,FALSE,FALSE
totonac papantla,,507,tpa,top,{},20.33333333,-97.33333333,North America,,Totonac (Papantla),2341,FALSE,FALSE
totonac sierra,,507,tos,tos,{},19.91666667,-97.41666667,North America,,Totonac (Sierra),2336,FALSE,FALSE
totonac xicotepec de juarez,,507,txj,too,{},20.41666667,-97.83333333,North America,,Totonac (Xicotepec de Juárez),2407,FALSE,FALSE
trique chicahuaxtla,,215,trc,trs,{},17.16666667,-97.83333333,North America,,Trique (Chicahuaxtla),2349,FALSE,FALSE
trique copala,,215,tri,trc,{},17.16666667,-97.91666667,North America,,Trique (Copala),2352,FALSE,FALSE
trumai,,526,tru,tpy,{},-11.91666667,-53.58333333,South America,,Trumai,2357,FALSE,TRUE
tsafiki,,96,tsf,cof,{},-1,-79.33333333,South America,,Tsafiki,2362,FALSE,FALSE
tsakhur,,32,tsa,tkr,{},41.66666667,47.16666667,Eurasia,,Tsakhur,2360,FALSE,FALSE
tsat,,14,tst,huq,{},18.25,109.5,Eurasia,,Tsat,2374,FALSE,FALSE
tsez,,74,tsz,ddo,{},42.25,45.75,Eurasia,,Tsez,2376,FALSE,FALSE
tshangla,,56,tgl,tsj,{},27.83333333,92.16666667,Eurasia,,Tshangla,2252,FALSE,FALSE
tsimshian coast,,274,tsi,tsi,{},52.5,-129,North America,,Tsimshian (Coast),2365,FALSE,TRUE
tsogo,,31,tgo,tsv,{},-1.5,11.33333333,Africa,,Tsogo,2254,FALSE,FALSE
tsonga,,31,tsn,tso,{},-24,32,Africa,,Tsonga,2370,FALSE,FALSE
tsou,,527,tso,tsu,{},23.5,120.75,Papunesia,,Tsou,2371,FALSE,FALSE
tsovatush,,186,ttu,bbl,{},42.5,45.5,Eurasia,,Tsova-Tush,2382,FALSE,FALSE
tswana,,31,tsw,tsn,{},-24,26,Africa,,Tswana,2375,FALSE,FALSE
tuamotuan,,25,tua,pmt,{},-17,-144,Papunesia,,Tuamotuan,2384,FALSE,FALSE
tuareg ahaggar,,114,tug,thv,{},23,6,Africa,,Tuareg (Ahaggar),2387,FALSE,FALSE
tuareg air,,114,tai,thv,{},19,9,Africa,,Tuareg (Air),2205,FALSE,FALSE
tuareg ghat,,114,tgh,thv,{},25,10.16666667,Africa,,Tuareg (Ghat),2250,FALSE,FALSE
tubar,,529,tub,tbu,{},27,-108,North America,,Tubar,2385,FALSE,FALSE
tubatulabal,,175,tbb,tub,{},36,-118.3333333,North America,,Tübatulabal,2221,FALSE,FALSE
tubu,,331,tbu,"dzg, tuq",{},16,15,Africa,,Tubu,2228,FALSE,FALSE
tucano,,150,tuc,tuo,{},0.5,-69.16666667,South America,,Tucano,2386,FALSE,FALSE
tugun,,49,tgn,tzn,{},-7.716666667,126.75,Papunesia,,Tugun,2253,FALSE,FALSE
tukang besi,,124,tuk,"bhq, khc",{},-5.5,123.5,Papunesia,,Tukang Besi,2389,TRUE,TRUE
tuki,,31,tki,bag,{},4.583333333,11.5,Africa,,Tuki,2285,FALSE,FALSE
tulu,,116,tul,tcy,{},12.75,75.33333333,Eurasia,,Tulu,2390,FALSE,FALSE
tumak,,130,tmk,tmc,{},9.5,17.33333333,Africa,,Tumak,2302,FALSE,FALSE
tumleo,,25,tum,tmq,{},-3.083333333,142.4166667,Papunesia,,Tumleo,2391,FALSE,FALSE
tumpisa shoshone,,201,tsh,par,{},37,-117,North America,,Tümpisa Shoshone,2364,FALSE,FALSE
tunebo,,520,tnb,tnd,{},6.75,-72.25,South America,,Tunebo,2312,FALSE,FALSE
tunen,,31,tnn,tvu,{},4.75,10.66666667,Africa,,Tunen,2321,FALSE,FALSE
tungak,,25,tnk,lcm,{},-2.55,150.25,Papunesia,,Tungak,2319,FALSE,FALSE
tunica,,530,tun,tun,{},32.66666667,-91,North America,,Tunica,2392,FALSE,TRUE
tupi,,16,tup,,{},-6,-36,,,Tupi,2393,FALSE,FALSE
tupuri,,343,tpr,tui,{},10.16666667,14.75,Africa,,Tupuri,2345,FALSE,FALSE
turk isaret dili,,23,tui,tsm,{},39,34,Eurasia,,Türk Isaret Dili,2388,FALSE,FALSE
turkana,,18,tna,tuv,{},3,35.5,Africa,,Turkana,2311,FALSE,FALSE
turkic eastcentral xorasan,,83,tex,kmz,{},37,59,Eurasia,,Turkic (East-Central Xorasan),2247,FALSE,FALSE
turkic west xorasan,,83,twx,kmz,{},36.66666667,56,Eurasia,,Turkic (West Xorasan),2406,FALSE,FALSE
turkish,,83,tur,tur,{},39,35,Eurasia,,Turkish,2394,TRUE,TRUE
turkmen,,83,tkm,tuk,{},40,58,Eurasia,,Turkmen,2287,FALSE,FALSE
tuscarora,,222,tus,tus,{},36,-77.5,North America,,Tuscarora,2395,FALSE,FALSE
tutchone northern,,37,tut,ttm,{},63,-137,North America,,Tutchone (Northern),2396,FALSE,FALSE
tutelo,,142,tte,tta,{},37.66666667,-78.75,North America,,Tutelo,2379,FALSE,FALSE
tutsa,,188,tvt,tvt,{},27.5,96.5,Eurasia,,Tutsa,2401,FALSE,FALSE
tuvaluan,,25,tvl,tvl,{},-8.5,179.1666667,Papunesia,,Tuvaluan,2399,FALSE,FALSE
tuvan,,83,tuv,tyv,{},52,95,Eurasia,,Tuvan,2397,FALSE,FALSE
tuyuca,,150,tuy,tue,{},0.5,-70.08333333,South America,,Tuyuca,2398,FALSE,FALSE
twana,,197,twa,twa,{},47.66666667,-122.75,North America,,Twana,2402,FALSE,FALSE
tyeraity,,414,tye,woa,{},-13,130.3333333,Australia,,Tyeraity,2408,FALSE,FALSE
tzeltal,,17,tze,tzh,{},16.83333333,-92.25,North America,,Tzeltal,2410,FALSE,FALSE
tzeltal aguacatenango,,17,tza,tzh,{},16.41666667,-92.5,North America,,Tzeltal (Aguacatenango),2409,FALSE,FALSE
tzeltal tenejapa,,17,tzt,tzh,{},16.66666667,-92.33333333,North America,,Tzeltal (Tenejapa),2413,FALSE,FALSE
tzotzil,,17,tzo,tzo,{},16.5,-92.66666667,North America,,Tzotzil,2412,FALSE,FALSE
tzutujil,,17,tzu,tzj,{},14.66666667,-91.33333333,North America,,Tzutujil,2414,FALSE,FALSE
ubykh,,7,uby,uby,{},43.66666667,39.66666667,Eurasia,,Ubykh,2415,FALSE,FALSE
udi,,32,udi,udi,{},41,48,Eurasia,,Udi,2417,FALSE,FALSE
